LIMES;Enavi;UnitLIMES;UnitEnavi;ConvFactor
Transmission capacity with BGR|Electricity;Transmission capacity with BGR|Electricity;GW;GW;1
Transmission capacity with ITA|Electricity;Transmission capacity with ITA|Electricity;GW;GW;1
Transmission capacity with ESP|Electricity;Transmission capacity with ESP|Electricity;GW;GW;1
Transmission capacity with PRT|Electricity;Transmission capacity with PRT|Electricity;GW;GW;1
Transmission capacity with GRC|Electricity;Transmission capacity with GRC|Electricity;GW;GW;1
Exports to FIN|Electricity;Exports to FIN|Electricity;TWh/yr;TWh/yr;1
Exports to NOR|Electricity;Exports to NOR|Electricity;TWh/yr;TWh/yr;1
Exports to SWE|Electricity;Exports to SWE|Electricity;TWh/yr;TWh/yr;1
Exports to EST|Electricity;Exports to EST|Electricity;TWh/yr;TWh/yr;1
Exports to LVA|Electricity;Exports to LVA|Electricity;TWh/yr;TWh/yr;1
Exports to LTU|Electricity;Exports to LTU|Electricity;TWh/yr;TWh/yr;1
Exports to DNK|Electricity;Exports to DNK|Electricity;TWh/yr;TWh/yr;1
Exports to GBR|Electricity;Exports to GBR|Electricity;TWh/yr;TWh/yr;1
Exports to IRL|Electricity;Exports to IRL|Electricity;TWh/yr;TWh/yr;1
Exports to NLD|Electricity;Exports to NLD|Electricity;TWh/yr;TWh/yr;1
Exports to POL|Electricity;Exports to POL|Electricity;TWh/yr;TWh/yr;1
Exports to DEU|Electricity;Exports to DEU|Electricity;TWh/yr;TWh/yr;1
Exports to BEL|Electricity;Exports to BEL|Electricity;TWh/yr;TWh/yr;1
Exports to LUX|Electricity;Exports to LUX|Electricity;TWh/yr;TWh/yr;1
Exports to CZE|Electricity;Exports to CZE|Electricity;TWh/yr;TWh/yr;1
Exports to SVK|Electricity;Exports to SVK|Electricity;TWh/yr;TWh/yr;1
Exports to AUT|Electricity;Exports to AUT|Electricity;TWh/yr;TWh/yr;1
Exports to CHE|Electricity;Exports to CHE|Electricity;TWh/yr;TWh/yr;1
Exports to HUN|Electricity;Exports to HUN|Electricity;TWh/yr;TWh/yr;1
Exports to ROM|Electricity;Exports to ROM|Electricity;TWh/yr;TWh/yr;1
Exports to SVN|Electricity;Exports to SVN|Electricity;TWh/yr;TWh/yr;1
Exports to FRA|Electricity;Exports to FRA|Electricity;TWh/yr;TWh/yr;1
Exports to HRV|Electricity;Exports to HRV|Electricity;TWh/yr;TWh/yr;1
Exports to BAL|Electricity;Exports to BAL|Electricity;TWh/yr;TWh/yr;1
Exports to BGR|Electricity;Exports to BGR|Electricity;TWh/yr;TWh/yr;1
Exports to ITA|Electricity;Exports to ITA|Electricity;TWh/yr;TWh/yr;1
Exports to ESP|Electricity;Exports to ESP|Electricity;TWh/yr;TWh/yr;1
Exports to PRT|Electricity;Exports to PRT|Electricity;TWh/yr;TWh/yr;1
Exports to GRC|Electricity;Exports to GRC|Electricity;TWh/yr;TWh/yr;1
Imports from FIN|Electricity;Imports from FIN|Electricity;TWh/yr;TWh/yr;1
Imports from NOR|Electricity;Imports from NOR|Electricity;TWh/yr;TWh/yr;1
Imports from SWE|Electricity;Imports from SWE|Electricity;TWh/yr;TWh/yr;1
Imports from EST|Electricity;Imports from EST|Electricity;TWh/yr;TWh/yr;1
Imports from LVA|Electricity;Imports from LVA|Electricity;TWh/yr;TWh/yr;1
Imports from LTU|Electricity;Imports from LTU|Electricity;TWh/yr;TWh/yr;1
Imports from DNK|Electricity;Imports from DNK|Electricity;TWh/yr;TWh/yr;1
Imports from GBR|Electricity;Imports from GBR|Electricity;TWh/yr;TWh/yr;1
Imports from IRL|Electricity;Imports from IRL|Electricity;TWh/yr;TWh/yr;1
Imports from NLD|Electricity;Imports from NLD|Electricity;TWh/yr;TWh/yr;1
Imports from POL|Electricity;Imports from POL|Electricity;TWh/yr;TWh/yr;1
Imports from DEU|Electricity;Imports from DEU|Electricity;TWh/yr;TWh/yr;1
Imports from BEL|Electricity;Imports from BEL|Electricity;TWh/yr;TWh/yr;1
Imports from LUX|Electricity;Imports from LUX|Electricity;TWh/yr;TWh/yr;1
Imports from CZE|Electricity;Imports from CZE|Electricity;TWh/yr;TWh/yr;1
Imports from SVK|Electricity;Imports from SVK|Electricity;TWh/yr;TWh/yr;1
Imports from AUT|Electricity;Imports from AUT|Electricity;TWh/yr;TWh/yr;1
Imports from CHE|Electricity;Imports from CHE|Electricity;TWh/yr;TWh/yr;1
Imports from HUN|Electricity;Imports from HUN|Electricity;TWh/yr;TWh/yr;1
Imports from ROM|Electricity;Imports from ROM|Electricity;TWh/yr;TWh/yr;1
Imports from SVN|Electricity;Imports from SVN|Electricity;TWh/yr;TWh/yr;1
Imports from FRA|Electricity;Imports from FRA|Electricity;TWh/yr;TWh/yr;1
Imports from HRV|Electricity;Imports from HRV|Electricity;TWh/yr;TWh/yr;1
Imports from BAL|Electricity;Imports from BAL|Electricity;TWh/yr;TWh/yr;1
Imports from BGR|Electricity;Imports from BGR|Electricity;TWh/yr;TWh/yr;1
Imports from ITA|Electricity;Imports from ITA|Electricity;TWh/yr;TWh/yr;1
Imports from ESP|Electricity;Imports from ESP|Electricity;TWh/yr;TWh/yr;1
Imports from PRT|Electricity;Imports from PRT|Electricity;TWh/yr;TWh/yr;1
Imports from GRC|Electricity;Imports from GRC|Electricity;TWh/yr;TWh/yr;1
Net exports to FIN|Electricity;Net exports to FIN|Electricity;TWh/yr;TWh/yr;1
Net exports to NOR|Electricity;Net exports to NOR|Electricity;TWh/yr;TWh/yr;1
Net exports to SWE|Electricity;Net exports to SWE|Electricity;TWh/yr;TWh/yr;1
Net exports to EST|Electricity;Net exports to EST|Electricity;TWh/yr;TWh/yr;1
Net exports to LVA|Electricity;Net exports to LVA|Electricity;TWh/yr;TWh/yr;1
Net exports to LTU|Electricity;Net exports to LTU|Electricity;TWh/yr;TWh/yr;1
Net exports to DNK|Electricity;Net exports to DNK|Electricity;TWh/yr;TWh/yr;1
Net exports to GBR|Electricity;Net exports to GBR|Electricity;TWh/yr;TWh/yr;1
Net exports to IRL|Electricity;Net exports to IRL|Electricity;TWh/yr;TWh/yr;1
Net exports to NLD|Electricity;Net exports to NLD|Electricity;TWh/yr;TWh/yr;1
Net exports to POL|Electricity;Net exports to POL|Electricity;TWh/yr;TWh/yr;1
Net exports to DEU|Electricity;Net exports to DEU|Electricity;TWh/yr;TWh/yr;1
Net exports to BEL|Electricity;Net exports to BEL|Electricity;TWh/yr;TWh/yr;1
Net exports to LUX|Electricity;Net exports to LUX|Electricity;TWh/yr;TWh/yr;1
Net exports to CZE|Electricity;Net exports to CZE|Electricity;TWh/yr;TWh/yr;1
Net exports to SVK|Electricity;Net exports to SVK|Electricity;TWh/yr;TWh/yr;1
Net exports to AUT|Electricity;Net exports to AUT|Electricity;TWh/yr;TWh/yr;1
Net exports to CHE|Electricity;Net exports to CHE|Electricity;TWh/yr;TWh/yr;1
Net exports to HUN|Electricity;Net exports to HUN|Electricity;TWh/yr;TWh/yr;1
Net exports to ROM|Electricity;Net exports to ROM|Electricity;TWh/yr;TWh/yr;1
Net exports to SVN|Electricity;Net exports to SVN|Electricity;TWh/yr;TWh/yr;1
Net exports to FRA|Electricity;Net exports to FRA|Electricity;TWh/yr;TWh/yr;1
Net exports to HRV|Electricity;Net exports to HRV|Electricity;TWh/yr;TWh/yr;1
Net exports to BAL|Electricity;Net exports to BAL|Electricity;TWh/yr;TWh/yr;1
Net exports to BGR|Electricity;Net exports to BGR|Electricity;TWh/yr;TWh/yr;1
Net exports to ITA|Electricity;Net exports to ITA|Electricity;TWh/yr;TWh/yr;1
Net exports to ESP|Electricity;Net exports to ESP|Electricity;TWh/yr;TWh/yr;1
Net exports to PRT|Electricity;Net exports to PRT|Electricity;TWh/yr;TWh/yr;1
Net exports to GRC|Electricity;Net exports to GRC|Electricity;TWh/yr;TWh/yr;1
Capacity|Electricity|Storage Reservoir;Capacity|Electricity|Storage Reservoir;GWh;GWh;1
Capacity|Electricity|Storage Reservoir|Pump Hydro;Capacity|Electricity|Storage Reservoir|Pump Hydro;GWh;GWh;1
Capacity|Electricity|Storage Reservoir|Stat Batteries;Capacity|Electricity|Storage Reservoir|Stat Batteries;GWh;GWh;1
Capacity|Electricity|Storage Reservoir|Hydrogen electrolysis;Capacity|Electricity|Storage Reservoir|Hydrogen electrolysis;GWh;GWh;1
Capacity|Electricity|Storage Reservoir|Intra-day;Capacity|Electricity|Storage Reservoir|Intra-day;GWh;GWh;1
Capacity|Electricity|Transmission Grid-km;Capacity|Electricity|Transmission Grid-km;GWkm;GWkm;1
Discharge duration|Pump Hydro;Discharge duration|Pump Hydro;h;h;1
Discharge duration|Stat Batteries;Discharge duration|Stat Batteries;h;h;1
Discharge duration|Hydrogen electrolysis;Discharge duration|Hydrogen electrolysis;h;h;1
Capacity|Electricity|Variable renewable;Capacity|Electricity|Variable renewable;GW;GW;1
Capacity|Electricity|Electricity-only|Biomass|w/ CCS;Capacity|Electricity|Electricity-only|Biomass|w/ CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Biomass|w/o CCS;Capacity|Electricity|Electricity-only|Biomass|w/o CCS;GW;GW;1
Primary Energy|Biomass|Electricity|w/o CCS;Primary Energy|Biomass|Electricity|w/o CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Biomass|Electricity|w/ CCS;Primary Energy|Biomass|Electricity|w/ CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Coal|Electricity|w/o CCS;Primary Energy|Coal|Electricity|w/o CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Coal|Electricity|w/ CCS;Primary Energy|Coal|Electricity|w/ CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Gas|Electricity|w/o CCS;Primary Energy|Gas|Electricity|w/o CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Gas|Electricity|w/ CCS;Primary Energy|Gas|Electricity|w/ CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Lignite|Electricity|w/o CCS;Primary Energy|Lignite|Electricity|w/o CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Lignite|Electricity|w/ CCS;Primary Energy|Lignite|Electricity|w/ CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Hard Coal|Electricity|w/o CCS;Primary Energy|Hard Coal|Electricity|w/o CCS;TWh/yr;PJ/yr;3.6
Primary Energy|Hard Coal|Electricity|w/ CCS;Primary Energy|Hard Coal|Electricity|w/ CCS;TWh/yr;PJ/yr;3.6
Emissions|CO2|Energy|Supply|Electricity|Coal|w/o CCS;Emissions|CO2|Energy|Supply|Electricity|Coal|w/o CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Coal|w/ CCS;Emissions|CO2|Energy|Supply|Electricity|Coal|w/ CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Hard Coal|w/o CCS;Emissions|CO2|Energy|Supply|Electricity|Hard Coal|w/o CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Hard Coal|w/ CCS;Emissions|CO2|Energy|Supply|Electricity|Hard Coal|w/ CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Lignite|w/o CCS;Emissions|CO2|Energy|Supply|Electricity|Lignite|w/o CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Lignite|w/ CCS;Emissions|CO2|Energy|Supply|Electricity|Lignite|w/ CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Gas|w/o CCS;Emissions|CO2|Energy|Supply|Electricity|Gas|w/o CCS;Mt CO2/yr;Mt CO2/yr;1
Emissions|CO2|Energy|Supply|Electricity|Gas|w/ CCS;Emissions|CO2|Energy|Supply|Electricity|Gas|w/ CCS;Mt CO2/yr;Mt CO2/yr;1
Capacity|Electricity|Electricity-only|Coal|w/o CCS;Capacity|Electricity|Electricity-only|Coal|w/o CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Coal|w/ CCS;Capacity|Electricity|Electricity-only|Coal|w/ CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Lignite|w/o CCS;Capacity|Electricity|Electricity-only|Lignite|w/o CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Lignite|w/ CCS;Capacity|Electricity|Electricity-only|Lignite|w/ CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Hard Coal|w/o CCS;Capacity|Electricity|Electricity-only|Hard Coal|w/o CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Hard Coal|w/ CCS;Capacity|Electricity|Electricity-only|Hard Coal|w/ CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Gas|w/o CCS;Capacity|Electricity|Electricity-only|Gas|w/o CCS;GW;GW;1
Capacity|Electricity|Electricity-only|Gas|w/ CCS;Capacity|Electricity|Electricity-only|Gas|w/ CCS;GW;GW;1
Capacity|Electricity|Biomass|w/o CCS;Capacity|Electricity|Biomass|w/o CCS;GW;GW;1
Carbon Sequestration|CCS|Electricity|Coal;Carbon Sequestration|CCS|Electricity|Coal;Mt CO2/yr;Mt CO2/yr;1
Carbon Sequestration|CCS|Electricity|Hard Coal;Carbon Sequestration|CCS|Electricity|Hard Coal;Mt CO2/yr;Mt CO2/yr;1
Carbon Sequestration|CCS|Electricity|Lignite;Carbon Sequestration|CCS|Electricity|Lignite;Mt CO2/yr;Mt CO2/yr;1
Load Factor|Electricity|Coal|w/o CCS;Load Factor|Electricity|Coal|w/o CCS;--;--;1
Load Factor|Electricity|Coal|w/ CCS;Load Factor|Electricity|Coal|w/ CCS;--;--;1
Load Factor|Electricity|Lignite|w/o CCS;Load Factor|Electricity|Lignite|w/o CCS;--;--;1
Load Factor|Electricity|Lignite|w/ CCS;Load Factor|Electricity|Lignite|w/ CCS;--;--;1
Load Factor|Electricity|Hard Coal|w/o CCS;Load Factor|Electricity|Hard Coal|w/o CCS;--;--;1
Load Factor|Electricity|Hard Coal|w/ CCS;Load Factor|Electricity|Hard Coal|w/ CCS;--;--;1
Load Factor|Electricity|Gas|w/o CCS;Load Factor|Electricity|Gas|w/o CCS;--;--;1
Load Factor|Electricity|Gas|w/ CCS;Load Factor|Electricity|Gas|w/ CCS;--;--;1
Emissions|CO2|Unallocated certificates;Emissions|CO2|Unallocated certificates;Mt CO2/yr;Mt CO2/yr;1
Revenues|Electricity;Revenues|Electricity;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Biomass;Revenues|Electricity|Biomass;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Biomass|w/o CCS;Revenues|Electricity|Biomass|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Coal;Revenues|Electricity|Coal;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Coal|w/o CCS;Revenues|Electricity|Coal|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Coal|w/ CCS;Revenues|Electricity|Coal|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hard Coal;Revenues|Electricity|Hard Coal;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hard Coal|w/o CCS;Revenues|Electricity|Hard Coal|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hard Coal|w/ CCS;Revenues|Electricity|Hard Coal|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Lignite;Revenues|Electricity|Lignite;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Lignite|w/o CCS;Revenues|Electricity|Lignite|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Lignite|w/ CCS;Revenues|Electricity|Lignite|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Oil;Revenues|Electricity|Oil;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Gas;Revenues|Electricity|Gas;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Gas|w/o CCS;Revenues|Electricity|Gas|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Gas|w/ CCS;Revenues|Electricity|Gas|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Gas CC|w/o CCS;Revenues|Electricity|Gas CC|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Gas CC|w/ CCS;Revenues|Electricity|Gas CC|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Gas CC;Revenues|Electricity|Gas CC;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Gas OC;Revenues|Electricity|Gas OC;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Other;Revenues|Electricity|Other;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hydrogen;Revenues|Electricity|Hydrogen;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hydrogen FC;Revenues|Electricity|Hydrogen FC;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hydrogen OC;Revenues|Electricity|Hydrogen OC;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hydrogen CC;Revenues|Electricity|Hydrogen CC;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Nuclear;Revenues|Electricity|Nuclear;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Waste;Revenues|Electricity|Waste;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Other Fossil;Revenues|Electricity|Other Fossil;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Fossil;Revenues|Electricity|Fossil;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Fossil|w/o CCS;Revenues|Electricity|Fossil|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Fossil|w/ CCS;Revenues|Electricity|Fossil|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Variable renewable;Revenues|Electricity|Variable renewable;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Non-variable renewable;Revenues|Electricity|Non-variable renewable;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Renewable;Revenues|Electricity|Renewable;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Non-renewable;Revenues|Electricity|Non-renewable;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Wind;Revenues|Electricity|Wind;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Wind|Onshore;Revenues|Electricity|Wind|Onshore;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Wind|Offshore;Revenues|Electricity|Wind|Offshore;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Solar;Revenues|Electricity|Solar;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Solar|PV;Revenues|Electricity|Solar|PV;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Solar|CSP;Revenues|Electricity|Solar|CSP;billion eur2010/yr;billion Eur2015/yr;1
Revenues|Electricity|Hydro;Revenues|Electricity|Hydro;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity;Short-run profits|Electricity;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Biomass;Short-run profits|Electricity|Biomass;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Biomass|w/o CCS;Short-run profits|Electricity|Biomass|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Coal;Short-run profits|Electricity|Coal;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Coal|w/o CCS;Short-run profits|Electricity|Coal|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Coal|w/ CCS;Short-run profits|Electricity|Coal|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hard Coal;Short-run profits|Electricity|Hard Coal;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hard Coal|w/o CCS;Short-run profits|Electricity|Hard Coal|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hard Coal|w/ CCS;Short-run profits|Electricity|Hard Coal|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Lignite;Short-run profits|Electricity|Lignite;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Lignite|w/o CCS;Short-run profits|Electricity|Lignite|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Lignite|w/ CCS;Short-run profits|Electricity|Lignite|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Oil;Short-run profits|Electricity|Oil;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Gas;Short-run profits|Electricity|Gas;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Gas|w/o CCS;Short-run profits|Electricity|Gas|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Gas|w/ CCS;Short-run profits|Electricity|Gas|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Gas CC|w/o CCS;Short-run profits|Electricity|Gas CC|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Gas CC|w/ CCS;Short-run profits|Electricity|Gas CC|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Gas CC;Short-run profits|Electricity|Gas CC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Gas OC;Short-run profits|Electricity|Gas OC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Other;Short-run profits|Electricity|Other;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hydrogen;Short-run profits|Electricity|Hydrogen;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hydrogen FC;Short-run profits|Electricity|Hydrogen FC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hydrogen OC;Short-run profits|Electricity|Hydrogen OC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hydrogen CC;Short-run profits|Electricity|Hydrogen CC;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Nuclear;Short-run profits|Electricity|Nuclear;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Waste;Short-run profits|Electricity|Waste;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Other Fossil;Short-run profits|Electricity|Other Fossil;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Fossil;Short-run profits|Electricity|Fossil;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Fossil|w/o CCS;Short-run profits|Electricity|Fossil|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Fossil|w/ CCS;Short-run profits|Electricity|Fossil|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Variable renewable;Short-run profits|Electricity|Variable renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Non-variable renewable;Short-run profits|Electricity|Non-variable renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Renewable;Short-run profits|Electricity|Renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Non-renewable;Short-run profits|Electricity|Non-renewable;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Wind;Short-run profits|Electricity|Wind;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Wind|Onshore;Short-run profits|Electricity|Wind|Onshore;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Wind|Offshore;Short-run profits|Electricity|Wind|Offshore;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Solar;Short-run profits|Electricity|Solar;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Solar|PV;Short-run profits|Electricity|Solar|PV;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Solar|CSP;Short-run profits|Electricity|Solar|CSP;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits|Electricity|Hydro;Short-run profits|Electricity|Hydro;billion eur2010/yr;billion Eur2015/yr;1
Subsidy costs|Electricity;Subsidy costs|Electricity;billion eur2010/yr;billion Eur2015/yr;1
Subsidy for RES;Subsidy for RES;Eur2010/MWh RES;Eur2015/MWh RES;1
Short-run profits [w adeq rev/fix costs]|Electricity;Short-run profits [w adeq rev/fix costs]|Electricity;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Biomass;Short-run profits [w adeq rev/fix costs]|Electricity|Biomass;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Biomass|w/o CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Biomass|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Coal;Short-run profits [w adeq rev/fix costs]|Electricity|Coal;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Coal|w/o CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Coal|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Coal|w/ CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Coal|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hard Coal;Short-run profits [w adeq rev/fix costs]|Electricity|Hard Coal;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hard Coal|w/o CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Hard Coal|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Hard Coal|w/ CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Hard Coal|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Lignite;Short-run profits [w adeq rev/fix costs]|Electricity|Lignite;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Lignite|w/o CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Lignite|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Lignite|w/ CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Lignite|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Oil;Short-run profits [w adeq rev/fix costs]|Electricity|Oil;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Gas;Short-run profits [w adeq rev/fix costs]|Electricity|Gas;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Gas|w/o CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Gas|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Gas|w/ CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Gas|w/ CCS;billion eur2010/yr;billion Eur2015/yr;1
Short-run profits [w adeq rev/fix costs]|Electricity|Gas CC|w/o CCS;Short-run profits [w adeq rev/fix costs]|Electricity|Gas CC|w/o CCS;billion eur2010/yr;billion Eur2015/yr;1
